                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
193,0.83312,0.93195,1.2122,0.84387,0.85687,0.91066,0.7705,0.60048,0.52185,1.0718,0.0062521,0.0062521,0.0062521
194,0.83412,0.93565,1.2145,0.84906,0.85301,0.91159,0.77147,0.59958,0.51977,1.0709,0.0062239,0.0062239,0.0062239
195,0.82968,0.92555,1.2146,0.84644,0.85531,0.9119,0.77191,0.59911,0.51876,1.0703,0.0062097,0.0062097,0.0062097
196,0.83012,0.92553,1.2198,0.84702,0.85602,0.9124,0.77227,0.59857,0.5177,1.0698,0.0061956,0.0061956,0.0061956
197,0.82991,0.93794,1.2149,0.84671,0.85749,0.91287,0.77301,0.59789,0.51657,1.0692,0.0061814,0.0061814,0.0061814
198,0.83166,0.93003,1.2131,0.84804,0.85947,0.91384,0.77423,0.59667,0.51429,1.068,0.0061531,0.0061531,0.0061531
199,0.83545,0.93397,1.2224,0.84843,0.86034,0.91422,0.77456,0.59618,0.51324,1.0675,0.006139,0.006139,0.006139
200,0.8272,0.92282,1.2104,0.84896,0.86103,0.91464,0.77532,0.59554,0.51195,1.067,0.0061249,0.0061249,0.0061249
201,0.82284,0.91961,1.2091,0.84934,0.85982,0.91552,0.77658,0.59436,0.50968,1.0659,0.0060966,0.0060966,0.0060966
202,0.81826,0.9114,1.2053,0.85032,0.86096,0.91593,0.7772,0.59384,0.50864,1.0655,0.0060824,0.0060824,0.0060824
203,0.82911,0.92166,1.2088,0.84992,0.8618,0.9163,0.77771,0.59337,0.50743,1.065,0.0060683,0.0060683,0.0060683
204,0.8213,0.91226,1.205,0.85311,0.86177,0.91705,0.77838,0.59227,0.50513,1.0639,0.00604,0.00604,0.00604
205,0.82485,0.9103,1.2116,0.85133,0.86419,0.9175,0.77859,0.5917,0.50407,1.0634,0.0060259,0.0060259,0.0060259
206,0.82169,0.91878,1.2097,0.85257,0.86477,0.91795,0.77924,0.59108,0.50289,1.0627,0.0060117,0.0060117,0.0060117
207,0.82005,0.91051,1.2058,0.85385,0.86512,0.91837,0.77973,0.59055,0.50183,1.0621,0.0059976,0.0059976,0.0059976
208,0.81814,0.90926,1.2051,0.85426,0.86654,0.91904,0.78089,0.58968,0.49934,1.0614,0.0059693,0.0059693,0.0059693
209,0.82043,0.89609,1.2038,0.85365,0.8673,0.91944,0.78171,0.58907,0.49813,1.0607,0.0059551,0.0059551,0.0059551
210,0.82561,0.91368,1.2111,0.85383,0.86814,0.91997,0.78225,0.58853,0.49702,1.0602,0.005941,0.005941,0.005941
211,0.82278,0.91843,1.2064,0.85516,0.86906,0.92078,0.78323,0.58744,0.49473,1.0591,0.0059127,0.0059127,0.0059127
212,0.82605,0.91409,1.2097,0.85599,0.86752,0.92115,0.78394,0.58697,0.49362,1.0586,0.0058986,0.0058986,0.0058986
213,0.82095,0.90027,1.2023,0.8561,0.86732,0.92157,0.78445,0.58639,0.49241,1.0579,0.0058844,0.0058844,0.0058844
214,0.82801,0.92092,1.211,0.85761,0.86609,0.92231,0.78554,0.58532,0.4903,1.0569,0.0058561,0.0058561,0.0058561
215,0.82416,0.91019,1.2086,0.85752,0.86741,0.92256,0.78605,0.58499,0.48934,1.0565,0.005842,0.005842,0.005842
216,0.82984,0.9193,1.2133,0.86044,0.86703,0.92328,0.78723,0.5839,0.48725,1.0554,0.0058137,0.0058137,0.0058137
217,0.81578,0.9106,1.2072,0.8602,0.86858,0.92378,0.7877,0.58334,0.48623,1.0548,0.0057996,0.0057996,0.0057996
218,0.81975,0.8984,1.2071,0.85878,0.86972,0.9241,0.7885,0.58271,0.48521,1.0543,0.0057854,0.0057854,0.0057854
219,0.81663,0.90663,1.2034,0.86654,0.8654,0.92513,0.78952,0.58164,0.48309,1.0532,0.0057571,0.0057571,0.0057571
220,0.81405,0.88961,1.1992,0.86099,0.87131,0.92519,0.79014,0.58103,0.4821,1.0526,0.005743,0.005743,0.005743
221,0.8158,0.89485,1.1999,0.86662,0.86723,0.92577,0.79075,0.58044,0.48109,1.052,0.0057289,0.0057289,0.0057289
222,0.81808,0.90122,1.2012,0.86368,0.87114,0.92666,0.79175,0.57926,0.47894,1.0509,0.0057006,0.0057006,0.0057006
223,0.81753,0.9059,1.2038,0.8647,0.87182,0.92716,0.79209,0.57884,0.4779,1.0505,0.0056864,0.0056864,0.0056864
224,0.80972,0.88834,1.199,0.86452,0.87389,0.92754,0.79267,0.57822,0.47673,1.0499,0.0056723,0.0056723,0.0056723
225,0.81022,0.88854,1.1969,0.86518,0.87367,0.92781,0.79325,0.57758,0.47574,1.0493,0.0056581,0.0056581,0.0056581
226,0.81596,0.89685,1.2008,0.86749,0.87468,0.92857,0.79436,0.57648,0.47371,1.0482,0.0056299,0.0056299,0.0056299
227,0.80385,0.89038,1.1929,0.86773,0.87569,0.92907,0.79487,0.57594,0.47265,1.0477,0.0056157,0.0056157,0.0056157
228,0.80536,0.88328,1.1909,0.86816,0.87646,0.92977,0.79615,0.57474,0.47063,1.0465,0.0055874,0.0055874,0.0055874
229,0.80903,0.87828,1.2014,0.86851,0.87656,0.9302,0.79678,0.57415,0.46954,1.0459,0.0055733,0.0055733,0.0055733
230,0.8107,0.88772,1.1974,0.86911,0.87665,0.93045,0.79759,0.57352,0.46839,1.0454,0.0055591,0.0055591,0.0055591
231,0.80738,0.8786,1.1941,0.87206,0.87678,0.93124,0.7984,0.57243,0.46642,1.0443,0.0055309,0.0055309,0.0055309
232,0.80632,0.87515,1.1938,0.87416,0.87688,0.93158,0.79904,0.57184,0.46527,1.0437,0.0055167,0.0055167,0.0055167
233,0.80646,0.87424,1.1924,0.87475,0.8769,0.9319,0.79938,0.57119,0.4642,1.0431,0.0055026,0.0055026,0.0055026
234,0.79879,0.87096,1.191,0.8759,0.87697,0.93225,0.79981,0.57059,0.46326,1.0425,0.0054884,0.0054884,0.0054884
235,0.81115,0.88388,1.1975,0.87766,0.87748,0.93307,0.80086,0.5694,0.46134,1.0414,0.0054601,0.0054601,0.0054601
236,0.80899,0.87783,1.1955,0.87809,0.87806,0.93354,0.8017,0.56877,0.46038,1.0409,0.005446,0.005446,0.005446
237,0.80526,0.87575,1.1891,0.87817,0.87917,0.93396,0.80197,0.56833,0.45943,1.0404,0.0054319,0.0054319,0.0054319
238,0.80669,0.88229,1.1909,0.87944,0.88071,0.93488,0.80308,0.56715,0.45722,1.0392,0.0054036,0.0054036,0.0054036
239,0.79998,0.86379,1.1896,0.8797,0.88119,0.93524,0.80352,0.56665,0.45626,1.0387,0.0053894,0.0053894,0.0053894
240,0.80541,0.87446,1.1908,0.8801,0.88118,0.93557,0.80398,0.56619,0.45528,1.0382,0.0053753,0.0053753,0.0053753
241,0.80263,0.87629,1.1903,0.88084,0.88182,0.93628,0.80488,0.56531,0.45327,1.0373,0.005347,0.005347,0.005347
242,0.802,0.86898,1.1884,0.88001,0.8834,0.93666,0.80544,0.56472,0.45222,1.0368,0.0053329,0.0053329,0.0053329
243,0.80231,0.86708,1.1921,0.88111,0.88342,0.93706,0.80604,0.5642,0.45119,1.0362,0.0053187,0.0053187,0.0053187
244,0.80051,0.86976,1.1871,0.88294,0.8835,0.93789,0.80686,0.56323,0.44923,1.0352,0.0052904,0.0052904,0.0052904
245,0.80103,0.86891,1.1866,0.88256,0.88371,0.93825,0.80751,0.56253,0.44825,1.0345,0.0052763,0.0052763,0.0052763
246,0.79266,0.85657,1.1833,0.8827,0.8849,0.93859,0.80818,0.5621,0.44729,1.0341,0.0052621,0.0052621,0.0052621
247,0.80053,0.86584,1.1849,0.88428,0.88578,0.93942,0.80909,0.56109,0.44536,1.0331,0.0052339,0.0052339,0.0052339
248,0.8004,0.85961,1.1907,0.88545,0.8857,0.93975,0.80959,0.56052,0.44422,1.0326,0.0052197,0.0052197,0.0052197
249,0.79561,0.85647,1.1821,0.88467,0.88662,0.94009,0.81011,0.56,0.44336,1.0321,0.0052056,0.0052056,0.0052056
250,0.79787,0.8621,1.1848,0.88263,0.89094,0.94077,0.81093,0.55921,0.44137,1.0312,0.0051773,0.0051773,0.0051773
251,0.79736,0.86786,1.1852,0.88177,0.89194,0.94114,0.81163,0.55876,0.44035,1.0309,0.0051631,0.0051631,0.0051631
252,0.79483,0.86531,1.1844,0.8827,0.89288,0.94145,0.81223,0.55831,0.43953,1.0305,0.005149,0.005149,0.005149
253,0.79553,0.85051,1.1832,0.87974,0.89624,0.94201,0.81364,0.55722,0.43763,1.0294,0.0051207,0.0051207,0.0051207
254,0.79954,0.85617,1.1857,0.8793,0.89827,0.94229,0.81396,0.55675,0.43682,1.0289,0.0051066,0.0051066,0.0051066
255,0.78625,0.84694,1.1784,0.87948,0.89897,0.94291,0.81453,0.5556,0.43481,1.0279,0.0050783,0.0050783,0.0050783
256,0.79357,0.84884,1.1783,0.88028,0.89902,0.94318,0.81489,0.55513,0.43385,1.0274,0.0050641,0.0050641,0.0050641
257,0.79245,0.84775,1.1814,0.8824,0.89813,0.94356,0.81555,0.55453,0.43289,1.0269,0.00505,0.00505,0.00505
258,0.79236,0.83741,1.1758,0.8874,0.89833,0.94449,0.81698,0.55299,0.43023,1.0254,0.0050076,0.0050076,0.0050076
259,0.79138,0.84428,1.183,0.88678,0.89877,0.94489,0.81769,0.55251,0.42931,1.025,0.0049934,0.0049934,0.0049934
260,0.78904,0.83696,1.1766,0.88943,0.8966,0.94563,0.81836,0.55124,0.42732,1.0239,0.0049651,0.0049651,0.0049651
261,0.79388,0.84074,1.1813,0.89007,0.89611,0.94597,0.81902,0.55075,0.42644,1.0234,0.004951,0.004951,0.004951
262,0.79073,0.84345,1.1774,0.89043,0.89765,0.94669,0.8198,0.54968,0.42448,1.0224,0.0049227,0.0049227,0.0049227
263,0.78713,0.84244,1.1768,0.89158,0.8967,0.94689,0.82043,0.54925,0.42348,1.022,0.0049086,0.0049086,0.0049086
264,0.78608,0.83739,1.1759,0.89061,0.89798,0.94755,0.82119,0.54816,0.42175,1.021,0.0048803,0.0048803,0.0048803
265,0.78943,0.83827,1.1768,0.89034,0.89771,0.94788,0.82184,0.54767,0.42081,1.0205,0.0048661,0.0048661,0.0048661
266,0.78433,0.82536,1.1777,0.89322,0.89689,0.94862,0.82274,0.54664,0.41912,1.0195,0.0048379,0.0048379,0.0048379
267,0.78464,0.83216,1.1708,0.89364,0.89739,0.949,0.82307,0.54609,0.41815,1.019,0.0048237,0.0048237,0.0048237
268,0.78542,0.82899,1.1791,0.8945,0.89708,0.94932,0.82399,0.54557,0.41734,1.0186,0.0048096,0.0048096,0.0048096
269,0.77653,0.82242,1.1685,0.89531,0.89772,0.94993,0.82513,0.54444,0.41544,1.0175,0.0047813,0.0047813,0.0047813
270,0.784,0.83104,1.1747,0.89507,0.89861,0.95021,0.82559,0.54388,0.41461,1.017,0.0047671,0.0047671,0.0047671
271,0.77973,0.82587,1.1665,0.8953,0.90029,0.9505,0.826,0.54332,0.41351,1.0164,0.004753,0.004753,0.004753
272,0.78422,0.82393,1.1729,0.89589,0.90124,0.95113,0.82711,0.54213,0.41165,1.0154,0.0047247,0.0047247,0.0047247
273,0.78196,0.82722,1.1715,0.89661,0.90136,0.95139,0.82714,0.54159,0.41064,1.0149,0.0047106,0.0047106,0.0047106
274,0.77643,0.81886,1.1655,0.89727,0.90135,0.95148,0.82725,0.54118,0.40985,1.0145,0.0046964,0.0046964,0.0046964
275,0.77571,0.82455,1.1717,0.8986,0.90233,0.95223,0.82859,0.54021,0.40809,1.0137,0.0046681,0.0046681,0.0046681
276,0.78005,0.8263,1.1712,0.90001,0.90139,0.95255,0.82883,0.53975,0.40727,1.0132,0.004654,0.004654,0.004654
277,0.77917,0.81995,1.1666,0.90002,0.90141,0.95286,0.82929,0.53925,0.40656,1.0127,0.0046399,0.0046399,0.0046399
278,0.78132,0.8159,1.1714,0.90078,0.9031,0.95345,0.82984,0.53808,0.40483,1.0116,0.0046116,0.0046116,0.0046116
279,0.7762,0.81702,1.1683,0.90202,0.90269,0.9537,0.83035,0.53753,0.40403,1.0111,0.0045974,0.0045974,0.0045974
280,0.77309,0.81408,1.1626,0.9027,0.90254,0.95404,0.83089,0.53699,0.40317,1.0106,0.0045833,0.0045833,0.0045833
281,0.7742,0.81551,1.1674,0.90125,0.90457,0.95467,0.8319,0.53596,0.40145,1.0097,0.004555,0.004555,0.004555
282,0.77687,0.81242,1.1704,0.90234,0.9037,0.9549,0.83221,0.53554,0.40059,1.0093,0.0045409,0.0045409,0.0045409
283,0.76904,0.80369,1.1628,0.90341,0.90554,0.95555,0.83302,0.53448,0.39871,1.0084,0.0045126,0.0045126,0.0045126
284,0.77406,0.80908,1.1684,0.90417,0.90429,0.95588,0.83314,0.534,0.39786,1.0079,0.0044984,0.0044984,0.0044984
285,0.76627,0.81192,1.1638,0.90449,0.90696,0.95647,0.83431,0.53306,0.39607,1.007,0.0044701,0.0044701,0.0044701
286,0.76589,0.80691,1.1641,0.90448,0.90677,0.95674,0.83489,0.53263,0.3953,1.0066,0.004456,0.004456,0.004456
287,0.77336,0.81174,1.1671,0.90376,0.90909,0.95718,0.83613,0.5318,0.39373,1.0058,0.0044277,0.0044277,0.0044277
288,0.7726,0.80402,1.1678,0.9045,0.90891,0.95747,0.83626,0.53137,0.39287,1.0054,0.0044136,0.0044136,0.0044136
289,0.77464,0.80075,1.1648,0.90432,0.90972,0.95792,0.83657,0.53083,0.39222,1.005,0.0043994,0.0043994,0.0043994
290,0.77489,0.81014,1.1674,0.90837,0.90947,0.95845,0.83753,0.52967,0.39066,1.004,0.0043711,0.0043711,0.0043711
291,0.76657,0.79409,1.1601,0.90798,0.91009,0.9587,0.83781,0.52915,0.38992,1.0035,0.004357,0.004357,0.004357
292,0.76158,0.80234,1.1575,0.90984,0.90968,0.95922,0.83862,0.52812,0.38818,1.0026,0.0043287,0.0043287,0.0043287
293,0.76327,0.79637,1.1589,0.90883,0.91147,0.95953,0.83879,0.52761,0.38737,1.0022,0.0043146,0.0043146,0.0043146
294,0.76539,0.79425,1.1586,0.91044,0.91002,0.95979,0.83938,0.52713,0.38658,1.0017,0.0043004,0.0043004,0.0043004
295,0.76729,0.79249,1.1612,0.91187,0.911,0.96067,0.84032,0.52611,0.38519,1.0008,0.0042721,0.0042721,0.0042721
296,0.76516,0.79418,1.1586,0.91228,0.91134,0.96092,0.84085,0.52572,0.38447,1.0005,0.004258,0.004258,0.004258
297,0.76505,0.79547,1.1614,0.91318,0.91117,0.96147,0.84186,0.52466,0.38284,0.99962,0.0042297,0.0042297,0.0042297
298,0.76144,0.79751,1.1575,0.91414,0.91073,0.96172,0.84218,0.5242,0.38208,0.99922,0.0042156,0.0042156,0.0042156
299,0.77003,0.79739,1.1605,0.91489,0.91057,0.96208,0.84249,0.52375,0.38129,0.9988,0.0042014,0.0042014,0.0042014
300,0.76273,0.77904,1.1556,0.91758,0.90887,0.96263,0.84351,0.5228,0.3798,0.99795,0.0041731,0.0041731,0.0041731
301,0.75807,0.79979,1.1578,0.91785,0.909,0.96291,0.84371,0.52242,0.37917,0.99757,0.004159,0.004159,0.004159
302,0.76517,0.79396,1.1599,0.91933,0.90981,0.96341,0.84465,0.52146,0.37774,0.99676,0.0041307,0.0041307,0.0041307
303,0.76059,0.78474,1.1574,0.92009,0.91043,0.96363,0.84501,0.52093,0.37696,0.99629,0.0041166,0.0041166,0.0041166
304,0.75717,0.78161,1.155,0.92045,0.91077,0.96399,0.84546,0.52049,0.37621,0.99588,0.0041024,0.0041024,0.0041024
305,0.75795,0.78248,1.1529,0.92015,0.91143,0.96444,0.846,0.51957,0.37455,0.99491,0.0040741,0.0040741,0.0040741
306,0.7569,0.78464,1.1539,0.92007,0.91176,0.96462,0.84625,0.51905,0.37394,0.99448,0.00406,0.00406,0.00406
307,0.75598,0.77654,1.1541,0.92076,0.91197,0.96486,0.84668,0.51861,0.3732,0.99407,0.0040459,0.0040459,0.0040459
308,0.75516,0.77379,1.1497,0.9238,0.91195,0.96533,0.84746,0.51764,0.37193,0.99324,0.0040176,0.0040176,0.0040176
309,0.75524,0.78548,1.1522,0.92348,0.91236,0.96556,0.8478,0.51719,0.37116,0.99284,0.0040034,0.0040034,0.0040034
310,0.75815,0.77303,1.1539,0.92542,0.91178,0.96608,0.84894,0.51623,0.36982,0.992,0.0039751,0.0039751,0.0039751
311,0.75634,0.77687,1.1472,0.92505,0.91331,0.96634,0.84926,0.51573,0.3691,0.99156,0.003961,0.003961,0.003961
312,0.75342,0.77059,1.1523,0.92625,0.91271,0.96675,0.85,0.51489,0.36778,0.99078,0.0039327,0.0039327,0.0039327
313,0.74801,0.77798,1.149,0.92501,0.91511,0.96699,0.85039,0.51432,0.36727,0.99031,0.0039186,0.0039186,0.0039186
314,0.75351,0.77736,1.1529,0.92518,0.91493,0.96712,0.85048,0.51394,0.36665,0.98993,0.0039044,0.0039044,0.0039044
315,0.75632,0.78148,1.1539,0.92609,0.91514,0.9676,0.85127,0.51294,0.36513,0.98905,0.0038761,0.0038761,0.0038761
316,0.74885,0.77405,1.1468,0.92722,0.91525,0.96782,0.85204,0.51248,0.36437,0.98864,0.003862,0.003862,0.003862
317,0.75024,0.78045,1.1473,0.92741,0.91583,0.96805,0.85242,0.51196,0.3635,0.98814,0.0038479,0.0038479,0.0038479
318,0.75352,0.77702,1.1484,0.92725,0.91755,0.96853,0.85323,0.51099,0.36198,0.98729,0.0038196,0.0038196,0.0038196
319,0.74294,0.75104,1.1417,0.92792,0.91741,0.96872,0.85357,0.51059,0.36137,0.9869,0.0038054,0.0038054,0.0038054
320,0.74541,0.7622,1.1433,0.9274,0.919,0.96913,0.85464,0.50954,0.35989,0.98602,0.0037771,0.0037771,0.0037771
321,0.74862,0.76793,1.1464,0.92727,0.92013,0.96933,0.85457,0.50904,0.35912,0.98559,0.003763,0.003763,0.003763
322,0.74401,0.76241,1.143,0.92749,0.91999,0.96943,0.85492,0.50843,0.35835,0.98508,0.0037489,0.0037489,0.0037489
323,0.74164,0.76363,1.1431,0.92867,0.92037,0.96985,0.85552,0.50732,0.35702,0.9842,0.0037206,0.0037206,0.0037206
324,0.74821,0.76089,1.1441,0.9296,0.92088,0.97003,0.85606,0.50692,0.35641,0.98381,0.0037064,0.0037064,0.0037064
325,0.74083,0.7573,1.1401,0.92875,0.92146,0.97024,0.85657,0.50637,0.35564,0.98334,0.0036923,0.0036923,0.0036923
326,0.74161,0.76511,1.1399,0.92981,0.92164,0.97042,0.85701,0.50576,0.35501,0.98287,0.0036781,0.0036781,0.0036781
327,0.73661,0.76063,1.1389,0.93083,0.92174,0.97084,0.85754,0.50469,0.35364,0.98199,0.0036499,0.0036499,0.0036499
328,0.7412,0.75083,1.1431,0.93223,0.92131,0.97102,0.858,0.50414,0.35305,0.9815,0.0036357,0.0036357,0.0036357
329,0.73632,0.75558,1.142,0.93138,0.922,0.97129,0.85824,0.50363,0.35231,0.98107,0.0036216,0.0036216,0.0036216
330,0.73864,0.74586,1.141,0.93263,0.92237,0.97173,0.85881,0.50258,0.35096,0.98013,0.0035933,0.0035933,0.0035933
331,0.73748,0.74857,1.1371,0.9337,0.92214,0.97195,0.85914,0.50206,0.35034,0.97974,0.0035791,0.0035791,0.0035791
332,0.74293,0.75187,1.1417,0.93451,0.92257,0.97211,0.85958,0.50155,0.34972,0.97926,0.003565,0.003565,0.003565
333,0.73438,0.74377,1.1374,0.93519,0.92295,0.97258,0.86015,0.50059,0.34834,0.97847,0.0035367,0.0035367,0.0035367
334,0.73642,0.74873,1.1369,0.93497,0.92404,0.9728,0.86059,0.50009,0.34769,0.97802,0.0035226,0.0035226,0.0035226
335,0.73828,0.7452,1.1371,0.93533,0.92399,0.97301,0.86092,0.49952,0.34704,0.97754,0.0035084,0.0035084,0.0035084
336,0.72979,0.73911,1.1358,0.93617,0.92475,0.97335,0.86146,0.49857,0.34561,0.97676,0.0034801,0.0034801,0.0034801
337,0.73391,0.74556,1.1353,0.93643,0.92535,0.97351,0.86209,0.49807,0.345,0.97634,0.003466,0.003466,0.003466
338,0.72715,0.73595,1.1318,0.93606,0.92559,0.97367,0.86242,0.49758,0.34438,0.97595,0.0034519,0.0034519,0.0034519
339,0.7264,0.73664,1.1316,0.93668,0.92572,0.97394,0.86302,0.49664,0.34333,0.97513,0.0034236,0.0034236,0.0034236
340,0.73485,0.73659,1.1344,0.93644,0.92636,0.97408,0.86316,0.49627,0.34266,0.97477,0.0034094,0.0034094,0.0034094
341,0.72923,0.74122,1.1357,0.93741,0.92634,0.97424,0.86335,0.49583,0.34217,0.97442,0.0033953,0.0033953,0.0033953
342,0.72945,0.73587,1.1331,0.93677,0.92747,0.97449,0.86421,0.49489,0.34108,0.97356,0.003367,0.003367,0.003367
343,0.73364,0.74437,1.136,0.93687,0.92802,0.97464,0.86444,0.49437,0.34055,0.97313,0.0033529,0.0033529,0.0033529
344,0.73143,0.74312,1.1345,0.93785,0.92737,0.97479,0.86486,0.49388,0.34004,0.97272,0.0033387,0.0033387,0.0033387
345,0.73114,0.73843,1.1306,0.93737,0.92853,0.97521,0.86529,0.49296,0.3389,0.97189,0.0033104,0.0033104,0.0033104
346,0.73204,0.7326,1.1367,0.93793,0.92857,0.97534,0.86567,0.49245,0.33838,0.97151,0.0032963,0.0032963,0.0032963
347,0.73248,0.747,1.1318,0.93806,0.92906,0.9755,0.86623,0.49195,0.33787,0.97102,0.0032821,0.0032821,0.0032821
348,0.72969,0.73365,1.1333,0.9384,0.9292,0.97561,0.86652,0.49146,0.33727,0.97058,0.003268,0.003268,0.003268
349,0.72486,0.7266,1.1312,0.93868,0.92955,0.97596,0.86689,0.49041,0.33615,0.96968,0.0032397,0.0032397,0.0032397
350,0.72203,0.72206,1.1283,0.93885,0.9299,0.97611,0.86737,0.48983,0.33547,0.96916,0.0032256,0.0032256,0.0032256
351,0.72796,0.72879,1.1322,0.93857,0.93076,0.97619,0.86756,0.48942,0.33495,0.96879,0.0032114,0.0032114,0.0032114
352,0.72849,0.71978,1.1278,0.93895,0.93169,0.97643,0.86814,0.48836,0.33383,0.96793,0.0031831,0.0031831,0.0031831
353,0.72834,0.72548,1.1297,0.93908,0.93116,0.97656,0.86838,0.48791,0.33326,0.96753,0.003169,0.003169,0.003169
354,0.71853,0.72113,1.1218,0.93875,0.93253,0.97671,0.86885,0.48743,0.33269,0.96714,0.0031549,0.0031549,0.0031549
355,0.7229,0.71893,1.1311,0.9376,0.93539,0.97698,0.86945,0.48662,0.3316,0.96641,0.0031266,0.0031266,0.0031266
356,0.72051,0.71335,1.1258,0.93829,0.93547,0.97709,0.86961,0.4862,0.33109,0.96605,0.0031124,0.0031124,0.0031124
357,0.72604,0.72526,1.1328,0.93734,0.93729,0.97717,0.87019,0.48576,0.33058,0.9657,0.0030983,0.0030983,0.0030983
358,0.72404,0.72143,1.1284,0.93825,0.9371,0.97728,0.87023,0.48532,0.33008,0.96535,0.0030841,0.0030841,0.0030841
359,0.7237,0.72095,1.126,0.93764,0.93822,0.97758,0.87118,0.48442,0.32894,0.96453,0.0030559,0.0030559,0.0030559
360,0.72233,0.71794,1.1269,0.93752,0.93811,0.97769,0.87139,0.48396,0.32849,0.96414,0.0030417,0.0030417,0.0030417
361,0.72395,0.71845,1.1287,0.93802,0.93841,0.97782,0.87159,0.48349,0.32794,0.96375,0.0030276,0.0030276,0.0030276
362,0.7161,0.70951,1.1254,0.93776,0.93913,0.97804,0.87222,0.48251,0.327,0.96301,0.0029993,0.0029993,0.0029993
363,0.71555,0.71607,1.1235,0.93771,0.93896,0.97815,0.87246,0.48212,0.32653,0.96266,0.0029851,0.0029851,0.0029851
364,0.71842,0.71461,1.1226,0.93779,0.93961,0.97829,0.8728,0.4816,0.32605,0.96228,0.002971,0.002971,0.002971
365,0.71359,0.71225,1.1246,0.93706,0.94119,0.97848,0.8733,0.48073,0.32498,0.96152,0.0029427,0.0029427,0.0029427
366,0.71732,0.70848,1.1255,0.93794,0.94089,0.97862,0.8737,0.48029,0.32461,0.96116,0.0029286,0.0029286,0.0029286
367,0.7109,0.7068,1.1212,0.93743,0.94222,0.97877,0.87389,0.47981,0.32403,0.96079,0.0029144,0.0029144,0.0029144
368,0.71478,0.70928,1.1238,0.93867,0.94171,0.97899,0.87428,0.47889,0.32298,0.96,0.0028861,0.0028861,0.0028861
369,0.71832,0.71547,1.1284,0.93918,0.94157,0.97913,0.87465,0.47846,0.3224,0.95964,0.002872,0.002872,0.002872
370,0.71387,0.70628,1.1203,0.93937,0.94241,0.9792,0.87495,0.47801,0.32194,0.95927,0.0028579,0.0028579,0.0028579
371,0.70992,0.70533,1.1209,0.93754,0.94508,0.97949,0.87534,0.47705,0.32089,0.95849,0.0028296,0.0028296,0.0028296
372,0.7061,0.69973,1.114,0.93828,0.94491,0.97958,0.87561,0.47662,0.32035,0.95812,0.0028154,0.0028154,0.0028154
373,0.70743,0.69747,1.1192,0.93822,0.94565,0.97978,0.87577,0.47618,0.31981,0.95774,0.0028013,0.0028013,0.0028013
374,0.70925,0.7118,1.1224,0.94112,0.94346,0.98,0.87644,0.47533,0.31886,0.95703,0.002773,0.002773,0.002773
375,0.70711,0.69729,1.1209,0.93907,0.94692,0.98035,0.87684,0.47404,0.31726,0.95599,0.0027306,0.0027306,0.0027306
376,0.7055,0.69008,1.1158,0.93912,0.94695,0.98044,0.87743,0.47347,0.31674,0.95556,0.0027164,0.0027164,0.0027164
377,0.70594,0.69183,1.1157,0.93947,0.94714,0.98055,0.87777,0.47295,0.31625,0.95514,0.0027023,0.0027023,0.0027023
378,0.7053,0.69464,1.1185,0.94139,0.94668,0.98078,0.87842,0.472,0.31518,0.95438,0.002674,0.002674,0.002674
379,0.70496,0.69359,1.1152,0.94177,0.94649,0.98088,0.8786,0.47151,0.31488,0.95402,0.0026599,0.0026599,0.0026599
380,0.70762,0.69404,1.1171,0.94237,0.9462,0.98103,0.87885,0.47109,0.31444,0.95363,0.0026457,0.0026457,0.0026457
381,0.70328,0.69361,1.1143,0.94254,0.94679,0.98135,0.87947,0.46985,0.31297,0.95258,0.0026033,0.0026033,0.0026033
382,0.70108,0.68743,1.1119,0.94284,0.94704,0.9814,0.8796,0.46938,0.31259,0.95219,0.0025891,0.0025891,0.0025891
383,0.70411,0.68653,1.1158,0.94341,0.94703,0.9815,0.87974,0.469,0.31212,0.95188,0.002575,0.002575,0.002575
384,0.68942,0.67864,1.1064,0.94306,0.94892,0.98173,0.88056,0.46806,0.31122,0.9511,0.0025467,0.0025467,0.0025467
385,0.69905,0.68516,1.1098,0.94279,0.94949,0.98184,0.88087,0.46765,0.31077,0.9508,0.0025326,0.0025326,0.0025326
386,0.69871,0.68151,1.1099,0.94412,0.9482,0.98195,0.88144,0.46723,0.31026,0.9504,0.0025184,0.0025184,0.0025184
387,0.69802,0.68078,1.1118,0.94464,0.94775,0.98212,0.88151,0.46638,0.30934,0.94977,0.0024901,0.0024901,0.0024901
388,0.69874,0.68529,1.1126,0.94408,0.95015,0.98228,0.88197,0.46591,0.30882,0.94939,0.002476,0.002476,0.002476
389,0.69578,0.68224,1.1098,0.94316,0.95065,0.98235,0.88241,0.46536,0.30818,0.94903,0.0024619,0.0024619,0.0024619
390,0.69439,0.67263,1.1073,0.94536,0.95086,0.98269,0.88342,0.46402,0.30645,0.94795,0.0024194,0.0024194,0.0024194
391,0.69622,0.68357,1.1052,0.94532,0.95122,0.98282,0.88369,0.46356,0.30609,0.94756,0.0024053,0.0024053,0.0024053
392,0.69205,0.67041,1.109,0.94617,0.95169,0.98306,0.88406,0.46267,0.30517,0.94686,0.002377,0.002377,0.002377
